TIME	From IP	From Port	To IP	To Port	Method	Error	ASCII	Hex
5:46:35.770 pm	127.0.0.1	55356	You	63921	UDP		492.8559 254.0141 13.8705 0.26897 1.9627 0.58745	34 39 32 2E 38 35 35 39 20 32 35 34 2E 30 31 34 31 20 31 33 2E 38 37 30 35 20 30 2E 32 36 38 39 37 20 31 2E 39 36 32 37 20 30 2E 35 38 37 34 35	
5:46:35.871 pm	127.0.0.1	55357	You	63921	UDP		492.8369 254.0108 13.8746 0.21472 1.9565 0.60935	34 39 32 2E 38 33 36 39 20 32 35 34 2E 30 31 30 38 20 31 33 2E 38 37 34 36 20 30 2E 32 31 34 37 32 20 31 2E 39 35 36 35 20 30 2E 36 30 39 33 35	
5:46:35.881 pm	127.0.0.1	55358	You	63921	UDP		492.8566 254.0079 13.8729 0.25428 1.9795 0.62544	34 39 32 2E 38 35 36 36 20 32 35 34 2E 30 30 37 39 20 31 33 2E 38 37 32 39 20 30 2E 32 35 34 32 38 20 31 2E 39 37 39 35 20 30 2E 36 32 35 34 34	
5:46:35.958 pm	127.0.0.1	55359	You	63921	UDP		492.8802 254.0046 13.895 0.53537 1.9629 0.6383	34 39 32 2E 38 38 30 32 20 32 35 34 2E 30 30 34 36 20 31 33 2E 38 39 35 20 30 2E 35 33 35 33 37 20 31 2E 39 36 32 39 20 30 2E 36 33 38 33	
5:46:35.986 pm	127.0.0.1	55360	You	63921	UDP		492.8768 254.0081 13.8932 0.56381 1.9657 0.63161	34 39 32 2E 38 37 36 38 20 32 35 34 2E 30 30 38 31 20 31 33 2E 38 39 33 32 20 30 2E 35 36 33 38 31 20 31 2E 39 36 35 37 20 30 2E 36 33 31 36 31	
5:46:36.114 pm	127.0.0.1	55361	You	63921	UDP		492.8722 254.0052 13.9007 0.48361 1.9542 0.65465	34 39 32 2E 38 37 32 32 20 32 35 34 2E 30 30 35 32 20 31 33 2E 39 30 30 37 20 30 2E 34 38 33 36 31 20 31 2E 39 35 34 32 20 30 2E 36 35 34 36 35	
5:46:36.114 pm	127.0.0.1	55362	You	63921	UDP		492.8799 254.0018 13.8952 0.48318 1.955 0.62649	34 39 32 2E 38 37 39 39 20 32 35 34 2E 30 30 31 38 20 31 33 2E 38 39 35 32 20 30 2E 34 38 33 31 38 20 31 2E 39 35 35 20 30 2E 36 32 36 34 39	
5:46:36.191 pm	127.0.0.1	55363	You	63921	UDP		492.8481 254.0119 13.8738 0.22208 1.9561 0.60576	34 39 32 2E 38 34 38 31 20 32 35 34 2E 30 31 31 39 20 31 33 2E 38 37 33 38 20 30 2E 32 32 32 30 38 20 31 2E 39 35 36 31 20 30 2E 36 30 35 37 36	
5:46:36.321 pm	127.0.0.1	55364	You	63921	UDP		492.849 254.0155 13.873 0.22584 1.9555 0.60103	34 39 32 2E 38 34 39 20 32 35 34 2E 30 31 35 35 20 31 33 2E 38 37 33 20 30 2E 32 32 35 38 34 20 31 2E 39 35 35 35 20 30 2E 36 30 31 30 33	
5:46:36.417 pm	127.0.0.1	55365	You	63921	UDP		492.879 254.0061 13.8971 0.46613 1.9689 0.65112	34 39 32 2E 38 37 39 20 32 35 34 2E 30 30 36 31 20 31 33 2E 38 39 37 31 20 30 2E 34 36 36 31 33 20 31 2E 39 36 38 39 20 30 2E 36 35 31 31 32	
5:46:36.417 pm	127.0.0.1	55366	You	63921	UDP		492.8788 254.0081 13.8931 0.51356 1.9717 0.63413	34 39 32 2E 38 37 38 38 20 32 35 34 2E 30 30 38 31 20 31 33 2E 38 39 33 31 20 30 2E 35 31 33 35 36 20 31 2E 39 37 31 37 20 30 2E 36 33 34 31 33	
5:46:36.431 pm	127.0.0.1	55367	You	63921	UDP		492.8466 254.0092 13.8772 0.18901 1.9771 0.63953	34 39 32 2E 38 34 36 36 20 32 35 34 2E 30 30 39 32 20 31 33 2E 38 37 37 32 20 30 2E 31 38 39 30 31 20 31 2E 39 37 37 31 20 30 2E 36 33 39 35 33	
5:46:36.533 pm	127.0.0.1	55368	You	63921	UDP		492.8772 254.0048 13.8969 0.50273 1.9633 0.62975	34 39 32 2E 38 37 37 32 20 32 35 34 2E 30 30 34 38 20 31 33 2E 38 39 36 39 20 30 2E 35 30 32 37 33 20 31 2E 39 36 33 33 20 30 2E 36 32 39 37 35	
5:46:36.624 pm	127.0.0.1	55369	You	63921	UDP		492.8901 253.9986 13.8903 0.45206 1.9481 0.66001	34 39 32 2E 38 39 30 31 20 32 35 33 2E 39 39 38 36 20 31 33 2E 38 39 30 33 20 30 2E 34 35 32 30 36 20 31 2E 39 34 38 31 20 30 2E 36 36 30 30 31	
5:46:36.624 pm	127.0.0.1	55370	You	63921	UDP		492.875 254.0066 13.8968 0.49503 1.9462 0.63774	34 39 32 2E 38 37 35 20 32 35 34 2E 30 30 36 36 20 31 33 2E 38 39 36 38 20 30 2E 34 39 35 30 33 20 31 2E 39 34 36 32 20 30 2E 36 33 37 37 34	
5:46:36.660 pm	127.0.0.1	55371	You	63921	UDP		492.8427 254.015 13.8745 0.1612 1.9602 0.62888	34 39 32 2E 38 34 32 37 20 32 35 34 2E 30 31 35 20 31 33 2E 38 37 34 35 20 30 2E 31 36 31 32 20 31 2E 39 36 30 32 20 30 2E 36 32 38 38 38	
5:46:36.758 pm	127.0.0.1	55372	You	63921	UDP		492.8684 254.0042 13.9005 0.45918 1.9462 0.66116	34 39 32 2E 38 36 38 34 20 32 35 34 2E 30 30 34 32 20 31 33 2E 39 30 30 35 20 30 2E 34 35 39 31 38 20 31 2E 39 34 36 32 20 30 2E 36 36 31 31 36	
